age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
26,technician,single,tertiary,no,192,yes,no,unknown,15,477,1,-1,0,unknown,no
59,retired,married,primary,no,56,no,no,cellular,21,432,5,-1,0,unknown,no
40,technician,married,secondary,no,2338,no,no,cellular,16,717,2,-1,0,unknown,yes
51,technician,married,secondary,no,1174,yes,no,cellular,15,301,1,-1,0,unknown,no
39,management,married,secondary,no,1585,yes,no,cellular,30,82,2,-1,0,unknown,no
29,management,single,tertiary,no,0,yes,no,unknown,5,363,1,-1,0,unknown,no
75,retired,married,tertiary,no,4912,no,no,telephone,20,238,2,183,5,failure,no
44,technician,married,secondary,no,267,no,no,cellular,22,520,2,-1,0,unknown,yes
42,management,divorced,tertiary,no,0,no,no,telephone,19,225,4,-1,0,unknown,no
37,blue-collar,married,tertiary,no,359,no,yes,cellular,7,3422,2,-1,0,unknown,no
40,admin.,married,secondary,no,947,no,no,unknown,6,160,1,-1,0,unknown,no
34,management,married,tertiary,no,1483,yes,no,cellular,21,91,1,-1,0,unknown,no
28,technician,single,tertiary,no,4253,yes,no,cellular,4,336,6,-1,0,unknown,no
33,self-employed,single,tertiary,no,658,yes,no,cellular,21,307,1,208,1,success,yes
37,management,married,tertiary,no,19,yes,no,cellular,7,580,2,-1,0,unknown,no
55,retired,divorced,tertiary,no,-458,yes,no,cellular,23,1331,3,-1,0,unknown,no
56,technician,married,primary,no,0,yes,yes,cellular,24,84,1,-1,0,unknown,no
60,blue-collar,divorced,secondary,no,0,yes,no,unknown,29,1207,1,-1,0,unknown,yes
36,blue-collar,married,primary,no,-20,yes,no,unknown,7,353,3,-1,0,unknown,no
39,blue-collar,single,primary,no,581,yes,no,cellular,27,233,1,270,1,other,yes
27,unemployed,single,primary,no,1088,no,no,cellular,3,201,1,-1,0,unknown,no
59,management,married,tertiary,no,296,no,yes,cellular,15,805,3,-1,0,unknown,yes
38,unemployed,divorced,secondary,no,258,no,no,unknown,17,88,2,-1,0,unknown,no
35,management,married,tertiary,no,753,no,no,cellular,27,111,9,-1,0,unknown,no
59,retired,single,secondary,no,1150,no,no,unknown,11,91,1,-1,0,unknown,no
31,blue-collar,single,primary,no,859,yes,no,unknown,2,80,1,-1,0,unknown,no
38,blue-collar,married,secondary,no,360,yes,no,unknown,14,220,2,-1,0,unknown,no
30,blue-collar,single,unknown,no,0,yes,no,unknown,19,199,1,-1,0,unknown,no
26,management,single,tertiary,no,170,no,no,cellular,2,160,2,109,1,success,no
26,admin.,single,secondary,no,338,no,no,cellular,29,209,1,188,2,unknown,yes
40,blue-collar,married,secondary,no,10,yes,no,unknown,9,1692,2,-1,0,unknown,yes
31,management,single,tertiary,no,6495,no,no,cellular,4,383,2,35,3,failure,no
55,retired,married,secondary,no,1504,yes,yes,cellular,17,761,1,-1,0,unknown,yes
31,blue-collar,married,secondary,no,812,yes,no,cellular,23,245,1,-1,0,unknown,no
56,technician,married,secondary,no,62,no,yes,unknown,5,243,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,1797,yes,yes,cellular,17,166,1,181,2,failure,no
27,technician,single,secondary,no,299,yes,no,cellular,5,29,7,-1,0,unknown,no
54,services,married,unknown,no,324,no,no,cellular,29,124,11,-1,0,unknown,no
51,blue-collar,divorced,primary,no,57,yes,yes,cellular,7,355,1,-1,0,unknown,no
32,technician,married,secondary,no,2693,yes,no,unknown,21,16,1,-1,0,unknown,no
31,management,single,unknown,no,1023,no,yes,cellular,9,219,1,-1,0,unknown,no
52,admin.,single,secondary,no,2332,no,no,cellular,29,108,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,679,yes,no,cellular,17,642,2,304,1,failure,no
31,technician,married,tertiary,no,-502,yes,yes,unknown,26,523,2,-1,0,unknown,no
40,admin.,married,secondary,no,223,yes,no,unknown,29,81,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,125,yes,no,unknown,29,238,2,-1,0,unknown,no
49,management,married,tertiary,no,502,no,no,cellular,22,379,4,-1,0,unknown,no
41,technician,married,secondary,no,871,yes,no,unknown,6,145,1,-1,0,unknown,no
41,admin.,married,tertiary,no,1,yes,no,telephone,18,327,2,361,3,failure,yes
39,management,single,tertiary,no,2258,yes,no,cellular,31,255,2,-1,0,unknown,no
46,blue-collar,married,primary,no,2269,yes,no,cellular,12,73,2,-1,0,unknown,no
31,blue-collar,single,secondary,no,228,no,no,cellular,6,744,1,88,4,other,yes
33,blue-collar,divorced,primary,no,636,yes,no,cellular,9,211,11,-1,0,unknown,no
25,admin.,married,tertiary,no,906,no,no,cellular,26,253,1,-1,0,unknown,yes
23,services,single,secondary,no,495,yes,yes,cellular,18,302,1,-1,0,unknown,no
29,technician,married,secondary,no,492,yes,no,cellular,9,259,1,-1,0,unknown,no
31,management,single,tertiary,no,363,no,no,cellular,13,94,2,-1,0,unknown,no
31,admin.,married,secondary,no,3052,yes,yes,cellular,20,115,2,177,2,failure,no
41,unemployed,married,primary,no,101,yes,no,cellular,11,275,1,-1,0,unknown,no
52,admin.,married,secondary,no,350,no,yes,cellular,8,460,2,-1,0,unknown,no
46,admin.,married,secondary,no,2533,no,no,cellular,4,282,1,-1,0,unknown,no
48,technician,married,unknown,no,74,no,no,unknown,12,181,1,-1,0,unknown,no
53,admin.,married,secondary,no,578,no,no,cellular,29,59,2,-1,0,unknown,no
26,unemployed,single,secondary,no,1064,no,no,unknown,31,113,1,-1,0,unknown,no
51,admin.,single,secondary,no,895,no,no,cellular,23,638,2,-1,0,unknown,yes
51,self-employed,married,tertiary,no,5350,yes,yes,cellular,31,612,4,-1,0,unknown,yes
49,technician,married,secondary,no,308,no,no,cellular,27,266,5,-1,0,unknown,no
50,admin.,married,secondary,no,5361,no,no,cellular,18,276,3,195,1,failure,no
34,blue-collar,divorced,secondary,no,-566,yes,no,unknown,26,248,2,-1,0,unknown,no
29,management,single,tertiary,no,1808,no,no,cellular,7,273,2,433,1,success,yes
41,management,married,tertiary,no,185,no,no,cellular,21,286,12,-1,0,unknown,no
54,admin.,married,secondary,no,9,no,yes,unknown,1,140,1,-1,0,unknown,no
34,management,married,tertiary,no,0,no,yes,cellular,14,105,3,-1,0,unknown,no
51,retired,divorced,secondary,no,343,yes,no,unknown,30,78,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,402,no,yes,unknown,17,123,1,-1,0,unknown,no
50,entrepreneur,married,tertiary,no,221,yes,no,cellular,20,319,2,340,1,failure,no
42,blue-collar,married,secondary,no,-256,yes,no,cellular,17,576,1,318,2,failure,no
37,housemaid,single,secondary,no,465,yes,no,cellular,18,899,3,-1,0,unknown,yes
52,blue-collar,married,primary,no,10,no,no,cellular,6,588,3,-1,0,unknown,no
37,technician,single,tertiary,no,6101,no,no,cellular,6,141,1,-1,0,unknown,yes
27,technician,married,secondary,no,374,yes,no,unknown,19,188,2,-1,0,unknown,no
29,management,single,tertiary,no,-233,yes,no,unknown,19,329,1,-1,0,unknown,no
60,management,married,tertiary,no,1574,no,no,cellular,26,189,2,349,1,failure,no
29,services,single,secondary,no,1274,no,no,cellular,8,136,1,-1,0,unknown,no
38,blue-collar,single,secondary,no,1012,yes,yes,telephone,17,69,1,-1,0,unknown,no
31,management,married,tertiary,no,155,yes,no,cellular,8,214,1,99,1,failure,no
50,technician,married,secondary,no,805,no,no,cellular,5,148,1,-1,0,unknown,no
67,retired,married,tertiary,no,701,no,no,cellular,6,254,2,-1,0,unknown,yes
34,admin.,single,secondary,no,1704,yes,no,unknown,15,218,2,-1,0,unknown,no
42,technician,divorced,tertiary,no,343,no,no,cellular,25,87,4,-1,0,unknown,no
47,blue-collar,married,primary,no,4157,no,no,unknown,11,90,3,-1,0,unknown,no
48,housemaid,married,primary,no,283,yes,no,telephone,30,383,7,-1,0,unknown,no
55,management,married,primary,no,621,no,yes,cellular,2,114,1,208,1,failure,no
38,technician,married,secondary,no,4030,yes,no,cellular,19,75,2,177,5,failure,no
34,admin.,married,secondary,no,287,yes,no,unknown,2,149,8,-1,0,unknown,no
40,management,married,tertiary,no,409,no,no,cellular,19,111,2,-1,0,unknown,no
42,housemaid,married,unknown,no,302,yes,no,cellular,11,342,2,-1,0,unknown,no
33,management,married,tertiary,no,0,yes,no,cellular,9,310,1,-1,0,unknown,no
34,management,married,tertiary,no,832,no,no,cellular,8,229,4,-1,0,unknown,no
41,unemployed,married,tertiary,no,0,no,no,cellular,30,373,3,-1,0,unknown,yes
30,management,single,tertiary,no,365,yes,no,cellular,13,76,3,-1,0,unknown,no
24,self-employed,single,tertiary,no,2984,yes,no,unknown,27,935,1,-1,0,unknown,yes
57,services,married,secondary,no,6,no,no,cellular,21,1182,1,-1,0,unknown,no
38,services,married,secondary,no,-314,yes,no,unknown,28,66,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,362,yes,no,unknown,20,277,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,6767,yes,no,cellular,11,431,1,172,2,failure,no
25,management,single,tertiary,no,2506,no,no,cellular,17,485,1,-1,0,unknown,yes
44,entrepreneur,married,tertiary,no,121,no,no,cellular,10,412,1,-1,0,unknown,yes
38,blue-collar,married,primary,no,0,no,no,unknown,13,209,2,-1,0,unknown,no
73,retired,married,tertiary,no,1843,no,no,cellular,11,106,2,-1,0,unknown,yes
29,blue-collar,single,secondary,no,1232,yes,no,cellular,16,258,1,316,2,failure,no
37,blue-collar,married,secondary,no,2697,yes,no,cellular,20,430,1,-1,0,unknown,no
27,management,single,tertiary,no,831,no,no,cellular,30,1081,2,-1,0,unknown,yes
47,management,married,primary,no,835,no,no,unknown,9,137,2,-1,0,unknown,no
61,housemaid,married,primary,no,368,no,no,cellular,8,62,3,-1,0,unknown,no
34,blue-collar,single,secondary,no,-317,yes,no,cellular,17,518,3,346,1,other,no
37,blue-collar,single,secondary,no,5024,no,yes,cellular,25,661,4,-1,0,unknown,yes
55,technician,married,unknown,no,574,yes,no,cellular,29,243,2,-1,0,unknown,no
59,self-employed,married,secondary,no,170,no,no,cellular,9,62,1,-1,0,unknown,no
49,services,divorced,primary,no,90,no,no,cellular,23,126,4,-1,0,unknown,no
33,admin.,single,tertiary,no,2,no,no,cellular,29,132,2,-1,0,unknown,no
30,technician,single,secondary,no,458,no,no,cellular,20,51,7,-1,0,unknown,no
45,admin.,single,secondary,no,206,yes,no,unknown,5,193,1,-1,0,unknown,no
48,management,married,tertiary,no,586,yes,yes,cellular,6,179,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,418,yes,yes,cellular,13,132,2,-1,0,unknown,no
32,technician,single,tertiary,no,705,yes,no,cellular,20,20,4,-1,0,unknown,no
24,admin.,married,secondary,no,0,yes,no,cellular,16,284,1,-1,0,unknown,no
46,admin.,married,tertiary,no,2552,no,no,cellular,3,260,1,94,8,success,yes
42,services,married,secondary,no,9277,yes,no,cellular,15,395,1,361,3,other,no
30,blue-collar,single,secondary,no,363,no,no,cellular,28,171,3,-1,0,unknown,no
59,retired,married,secondary,no,2396,no,no,cellular,27,1040,6,-1,0,unknown,yes
39,management,married,secondary,no,13578,yes,no,cellular,21,185,2,-1,0,unknown,no
40,blue-collar,divorced,secondary,no,393,yes,yes,cellular,17,291,2,-1,0,unknown,no
36,self-employed,single,tertiary,no,134,no,yes,unknown,1,36,1,-1,0,unknown,no
31,services,single,secondary,no,2963,yes,no,unknown,12,124,1,-1,0,unknown,no
37,management,married,secondary,no,66,yes,no,cellular,20,86,1,-1,0,unknown,no
51,services,married,secondary,no,917,no,no,cellular,25,56,6,-1,0,unknown,no
40,technician,single,secondary,no,5637,yes,no,unknown,30,553,3,-1,0,unknown,yes
33,technician,married,secondary,no,-74,yes,no,cellular,25,198,4,-1,0,unknown,no
53,technician,married,unknown,no,6921,yes,no,cellular,19,130,3,188,2,other,no
31,admin.,single,secondary,no,320,yes,no,cellular,15,376,2,-1,0,unknown,no
34,entrepreneur,married,secondary,no,1847,yes,no,cellular,9,543,3,321,6,failure,no
48,blue-collar,married,primary,no,5154,yes,no,unknown,14,70,1,-1,0,unknown,no
25,student,single,secondary,no,3165,no,no,telephone,20,251,2,-1,0,unknown,no
37,entrepreneur,single,secondary,no,-22,yes,no,cellular,15,317,1,-1,0,unknown,yes
32,technician,single,secondary,no,1698,yes,no,unknown,20,115,1,-1,0,unknown,no
37,admin.,married,secondary,no,1396,yes,no,cellular,22,199,2,-1,0,unknown,no
59,management,married,tertiary,no,82,yes,no,cellular,17,324,4,-1,0,unknown,no
44,management,married,unknown,no,21,no,no,cellular,24,323,2,-1,0,unknown,no
30,admin.,married,secondary,no,396,yes,no,cellular,13,366,3,348,2,failure,yes
57,blue-collar,married,secondary,no,75,no,no,cellular,8,157,8,-1,0,unknown,no
60,admin.,married,unknown,no,4629,yes,no,cellular,27,624,1,-1,0,unknown,yes
33,management,single,tertiary,no,0,no,no,cellular,28,236,10,-1,0,unknown,no
29,admin.,single,secondary,no,-309,yes,yes,unknown,4,215,1,-1,0,unknown,no
31,management,single,secondary,no,202,yes,no,cellular,8,167,1,62,1,failure,yes
35,technician,single,secondary,no,24,no,no,cellular,22,392,1,-1,0,unknown,no
28,blue-collar,single,secondary,yes,0,no,yes,cellular,10,165,1,-1,0,unknown,no
42,self-employed,married,tertiary,no,0,no,no,cellular,8,118,6,-1,0,unknown,no
57,technician,married,tertiary,no,1103,no,no,cellular,4,399,2,-1,0,unknown,no
38,technician,single,secondary,no,0,yes,no,unknown,6,64,1,-1,0,unknown,no
44,technician,single,secondary,no,244,yes,no,cellular,12,1735,4,-1,0,unknown,yes
57,admin.,single,secondary,no,2223,no,no,cellular,12,1064,1,-1,0,unknown,yes
55,management,married,tertiary,no,0,yes,yes,cellular,3,187,2,-1,0,unknown,no
53,technician,married,secondary,no,234,no,no,cellular,7,103,2,-1,0,unknown,no
47,management,married,tertiary,no,1884,yes,yes,cellular,19,74,2,-1,0,unknown,no
31,blue-collar,married,secondary,no,2,yes,no,unknown,20,182,2,-1,0,unknown,yes
48,blue-collar,married,primary,no,683,yes,no,cellular,9,144,5,209,12,failure,no
51,entrepreneur,divorced,secondary,no,1,yes,yes,cellular,31,300,1,-1,0,unknown,no
24,blue-collar,single,secondary,no,1690,yes,yes,cellular,15,543,3,350,3,failure,no
44,blue-collar,married,primary,no,195,yes,no,unknown,16,541,5,-1,0,unknown,no
38,blue-collar,single,secondary,no,328,yes,no,cellular,11,776,4,349,1,other,no
48,entrepreneur,married,tertiary,no,0,yes,no,cellular,17,74,2,-1,0,unknown,no
34,management,married,tertiary,no,297,yes,no,cellular,26,63,4,-1,0,unknown,no
29,blue-collar,single,secondary,no,1012,yes,no,unknown,23,926,1,-1,0,unknown,no
40,admin.,single,secondary,no,419,no,yes,cellular,28,100,16,-1,0,unknown,no
58,blue-collar,married,primary,no,0,no,no,telephone,16,558,6,-1,0,unknown,no
34,technician,married,secondary,no,1026,no,no,cellular,12,319,1,100,6,failure,no
31,entrepreneur,single,tertiary,yes,-405,yes,yes,cellular,13,703,2,-1,0,unknown,yes
27,services,married,secondary,no,379,no,yes,cellular,7,269,2,-1,0,unknown,no
60,admin.,married,secondary,no,3735,no,no,cellular,22,190,1,188,9,success,yes
32,admin.,single,secondary,no,116,no,yes,cellular,16,255,2,-1,0,unknown,no
30,admin.,single,unknown,yes,1,no,no,unknown,9,307,1,-1,0,unknown,no
40,housemaid,single,tertiary,no,7441,no,no,cellular,31,1461,6,-1,0,unknown,yes
25,blue-collar,single,secondary,no,0,yes,no,cellular,22,135,1,-1,0,unknown,no
27,technician,divorced,secondary,no,21,yes,no,cellular,18,336,1,356,1,failure,no
33,blue-collar,married,primary,no,41,yes,no,cellular,13,173,1,-1,0,unknown,no
33,technician,married,secondary,no,359,yes,no,cellular,20,210,1,242,1,other,no
37,technician,married,secondary,no,449,yes,no,cellular,29,59,4,-1,0,unknown,no
47,blue-collar,divorced,primary,no,126,yes,no,unknown,3,2456,2,-1,0,unknown,yes
38,blue-collar,divorced,primary,no,-258,yes,no,cellular,14,134,2,370,4,other,no
39,technician,married,secondary,no,2983,no,no,cellular,3,472,1,-1,0,unknown,yes
25,admin.,single,tertiary,no,760,yes,no,cellular,27,223,3,89,2,failure,yes
55,technician,married,secondary,no,0,yes,yes,cellular,1,106,1,91,1,success,no
47,management,married,secondary,no,2892,no,no,unknown,17,556,1,-1,0,unknown,yes
56,unknown,married,unknown,no,1032,no,no,telephone,29,225,4,-1,0,unknown,no
38,self-employed,divorced,secondary,no,0,yes,no,cellular,20,84,1,-1,0,unknown,no
30,technician,married,secondary,no,1211,yes,no,cellular,18,176,1,-1,0,unknown,no
42,entrepreneur,divorced,secondary,no,335,yes,no,cellular,12,580,1,-1,0,unknown,yes
40,services,married,secondary,no,1358,no,no,unknown,19,96,1,-1,0,unknown,no
48,management,single,tertiary,no,399,no,yes,cellular,7,126,1,-1,0,unknown,no
31,management,single,secondary,no,0,yes,no,unknown,20,150,1,-1,0,unknown,no
39,management,single,primary,no,375,no,no,telephone,31,80,2,-1,0,unknown,no
28,technician,single,secondary,no,5763,no,yes,cellular,5,196,2,-1,0,unknown,yes
40,management,single,tertiary,no,-318,yes,yes,cellular,9,133,1,-1,0,unknown,no
56,management,single,tertiary,no,15311,no,no,cellular,29,157,6,-1,0,unknown,no
34,management,single,tertiary,no,48,yes,no,cellular,12,810,3,93,6,failure,yes
26,entrepreneur,single,secondary,no,101,yes,no,unknown,13,723,1,-1,0,unknown,no
39,admin.,divorced,secondary,no,-349,yes,no,unknown,5,611,2,-1,0,unknown,no
34,management,single,tertiary,no,575,no,no,cellular,9,116,1,-1,0,unknown,yes
45,blue-collar,married,secondary,no,0,yes,no,unknown,26,112,2,-1,0,unknown,no
48,unemployed,married,primary,yes,-6,no,no,cellular,29,362,2,-1,0,unknown,no
40,blue-collar,married,primary,no,-234,yes,no,cellular,6,275,1,-1,0,unknown,no
36,technician,married,unknown,no,88,yes,yes,unknown,4,124,2,-1,0,unknown,no
30,student,single,tertiary,no,146,no,no,cellular,28,310,2,-1,0,unknown,no
39,admin.,single,secondary,no,573,yes,no,unknown,7,329,1,-1,0,unknown,no
56,management,married,primary,no,13,no,no,cellular,17,240,1,-1,0,unknown,no
29,technician,single,tertiary,no,101,no,no,unknown,2,143,4,-1,0,unknown,no
27,student,single,secondary,no,1925,no,no,cellular,22,190,1,-1,0,unknown,no
40,services,married,secondary,no,1688,no,no,unknown,16,93,1,-1,0,unknown,no
45,blue-collar,married,unknown,no,550,no,yes,unknown,20,97,1,-1,0,unknown,no
31,technician,single,secondary,no,1447,yes,no,cellular,18,236,3,178,15,failure,no
45,unknown,married,unknown,no,4413,no,no,telephone,29,77,35,-1,0,unknown,no
42,services,single,tertiary,no,94,yes,no,cellular,11,176,2,90,4,failure,yes
37,admin.,married,secondary,no,0,yes,no,cellular,22,185,1,-1,0,unknown,no
31,blue-collar,single,secondary,no,726,no,no,cellular,7,719,2,-1,0,unknown,yes
36,management,single,tertiary,no,2944,no,no,cellular,18,882,8,-1,0,unknown,yes
35,services,single,secondary,no,918,yes,no,unknown,29,178,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,492,yes,no,cellular,6,99,1,-1,0,unknown,no
25,services,single,secondary,no,628,no,no,cellular,8,266,1,-1,0,unknown,no
32,technician,married,secondary,no,557,yes,no,cellular,6,91,2,-1,0,unknown,no
37,self-employed,married,tertiary,no,2211,yes,no,cellular,25,143,1,-1,0,unknown,no
32,entrepreneur,married,tertiary,no,3192,no,no,cellular,20,44,1,-1,0,unknown,no
40,admin.,married,secondary,no,-666,yes,no,unknown,27,107,2,-1,0,unknown,no
36,management,married,tertiary,no,2161,no,no,cellular,8,708,2,183,5,success,yes
40,technician,married,primary,no,6110,yes,no,unknown,16,217,1,-1,0,unknown,no
46,entrepreneur,divorced,secondary,no,1187,no,yes,cellular,13,92,1,327,1,failure,no
39,blue-collar,married,secondary,no,261,no,no,cellular,4,841,4,-1,0,unknown,yes
36,blue-collar,married,secondary,no,274,yes,no,unknown,16,686,11,-1,0,unknown,yes
30,management,married,secondary,no,1439,yes,no,cellular,18,373,1,-1,0,unknown,no
52,technician,divorced,tertiary,no,0,no,no,cellular,18,454,1,-1,0,unknown,no
25,services,single,secondary,no,2311,no,yes,cellular,21,1105,2,-1,0,unknown,yes
44,services,single,secondary,no,532,yes,no,cellular,15,550,2,340,2,failure,no
30,self-employed,married,tertiary,no,2666,no,no,cellular,4,467,1,-1,0,unknown,yes
31,services,married,secondary,no,1062,yes,yes,cellular,6,230,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,49,yes,no,cellular,14,566,1,370,2,failure,no
30,blue-collar,married,secondary,no,167,yes,no,cellular,10,255,1,-1,0,unknown,yes
45,management,single,tertiary,no,1411,no,no,cellular,7,800,2,102,3,failure,yes
55,blue-collar,married,primary,no,431,yes,no,unknown,12,68,2,-1,0,unknown,no
52,self-employed,single,tertiary,no,1623,yes,no,unknown,5,21,17,-1,0,unknown,no
45,unemployed,divorced,primary,yes,11,no,no,cellular,13,489,5,-1,0,unknown,yes
38,technician,single,tertiary,no,2273,yes,no,cellular,17,222,1,-1,0,unknown,no
33,management,single,tertiary,no,109,no,no,cellular,21,122,5,-1,0,unknown,no
31,services,single,secondary,no,0,yes,no,cellular,24,362,1,-1,0,unknown,no
39,admin.,married,secondary,no,260,yes,no,cellular,11,175,2,116,2,failure,yes
61,technician,divorced,secondary,no,6481,no,no,cellular,19,131,1,-1,0,unknown,yes
31,blue-collar,single,secondary,no,199,no,no,telephone,30,110,1,-1,0,unknown,no
51,technician,divorced,primary,no,300,no,yes,cellular,5,8,6,-1,0,unknown,no
34,blue-collar,married,secondary,no,259,yes,no,cellular,14,291,2,-1,0,unknown,no
35,technician,divorced,secondary,no,-94,yes,no,unknown,26,114,2,-1,0,unknown,no
47,admin.,single,secondary,no,-874,yes,no,cellular,30,528,2,-1,0,unknown,no
52,blue-collar,married,primary,no,940,yes,no,cellular,17,317,1,-1,0,unknown,no
39,blue-collar,married,primary,no,398,yes,no,cellular,12,256,1,-1,0,unknown,no
40,management,married,primary,no,1231,yes,yes,unknown,15,184,2,-1,0,unknown,no
54,housemaid,married,primary,no,1319,yes,no,telephone,23,70,2,-1,0,unknown,no
24,management,single,tertiary,no,553,yes,no,unknown,26,249,1,-1,0,unknown,no
30,unemployed,married,tertiary,no,1067,no,no,cellular,4,78,2,-1,0,unknown,no
34,blue-collar,single,secondary,no,4536,yes,no,cellular,21,963,1,-1,0,unknown,yes
33,housemaid,married,primary,no,2293,yes,no,cellular,19,457,2,-1,0,unknown,no
53,technician,married,secondary,no,530,no,no,cellular,18,244,1,-1,0,unknown,no
25,admin.,single,tertiary,no,1141,yes,no,cellular,5,718,1,347,1,failure,no
47,unemployed,married,secondary,no,123,no,no,cellular,4,653,2,-1,0,unknown,no
26,services,single,secondary,no,49,no,no,cellular,30,397,1,-1,0,unknown,no
60,technician,married,tertiary,no,6573,yes,no,cellular,6,126,2,87,2,failure,no
26,unemployed,married,primary,no,70,yes,no,unknown,28,99,2,-1,0,unknown,no
34,technician,married,secondary,no,133,no,no,cellular,15,401,2,187,5,success,yes
56,retired,divorced,tertiary,no,2370,no,no,cellular,23,376,1,-1,0,unknown,no
71,unknown,married,tertiary,no,353,no,no,cellular,27,208,1,93,2,failure,no
53,admin.,married,secondary,no,-375,yes,no,unknown,23,24,1,-1,0,unknown,no
40,technician,married,tertiary,no,278,no,no,cellular,21,55,7,-1,0,unknown,no
53,technician,divorced,primary,no,7290,yes,no,unknown,30,153,1,-1,0,unknown,no
33,blue-collar,single,secondary,no,-416,yes,no,unknown,16,767,2,-1,0,unknown,yes
85,retired,married,unknown,no,1934,no,no,telephone,12,140,1,-1,0,unknown,no
33,blue-collar,divorced,secondary,no,75,yes,yes,unknown,12,94,2,-1,0,unknown,no
36,technician,single,secondary,no,1102,no,no,telephone,6,236,4,-1,0,unknown,no
32,blue-collar,divorced,primary,no,4805,no,yes,cellular,4,138,3,-1,0,unknown,no
32,services,single,secondary,no,1168,yes,no,cellular,16,411,1,-1,0,unknown,yes
31,blue-collar,married,secondary,no,0,yes,no,unknown,9,133,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,-64,yes,no,cellular,13,641,1,-1,0,unknown,no
30,management,married,tertiary,no,34,yes,yes,unknown,20,238,3,-1,0,unknown,no
36,housemaid,single,tertiary,no,561,no,no,unknown,6,274,2,-1,0,unknown,no
79,housemaid,married,primary,no,0,no,no,cellular,18,90,1,-1,0,unknown,no
36,blue-collar,single,secondary,no,7123,no,no,unknown,20,26,17,-1,0,unknown,no
31,management,married,tertiary,no,6138,no,no,cellular,16,154,2,119,5,failure,yes
41,services,married,secondary,no,0,yes,no,unknown,11,62,9,-1,0,unknown,no
29,self-employed,single,tertiary,no,16,yes,no,unknown,6,43,1,-1,0,unknown,no
28,blue-collar,single,secondary,no,-46,yes,no,cellular,2,525,1,89,11,failure,yes
52,blue-collar,married,primary,no,306,no,no,cellular,28,223,1,-1,0,unknown,yes
32,unemployed,single,secondary,no,199,yes,no,cellular,17,70,1,336,1,failure,no
41,blue-collar,married,secondary,no,382,yes,no,telephone,17,218,2,-1,0,unknown,no
52,management,married,tertiary,no,31,no,no,cellular,10,135,1,-1,0,unknown,yes
38,services,married,secondary,no,3165,yes,no,unknown,12,152,2,-1,0,unknown,no
35,management,single,tertiary,no,2306,no,no,cellular,18,86,7,-1,0,unknown,no
56,management,married,tertiary,no,1803,no,no,cellular,20,305,2,-1,0,unknown,no
50,admin.,married,secondary,no,-1415,no,no,cellular,19,358,2,-1,0,unknown,no
49,self-employed,married,tertiary,no,23917,no,no,cellular,11,51,4,-1,0,unknown,no
30,entrepreneur,married,secondary,no,31,no,no,unknown,8,229,1,-1,0,unknown,no
35,services,married,secondary,no,2791,yes,no,cellular,15,45,1,-1,0,unknown,no
69,retired,married,primary,no,154,no,no,cellular,13,144,4,-1,0,unknown,no
37,blue-collar,single,unknown,no,2188,no,no,unknown,16,193,8,-1,0,unknown,no
27,management,single,primary,yes,13,no,no,cellular,30,475,3,-1,0,unknown,yes
55,housemaid,divorced,primary,no,77,no,no,cellular,31,463,6,-1,0,unknown,yes
30,management,married,tertiary,no,350,no,no,cellular,29,328,2,-1,0,unknown,no
39,technician,divorced,secondary,no,385,no,no,cellular,25,644,1,-1,0,unknown,no
22,technician,single,secondary,no,283,yes,no,cellular,22,254,2,-1,0,unknown,yes
28,blue-collar,single,secondary,no,643,no,no,cellular,3,308,2,-1,0,unknown,yes
69,retired,married,unknown,no,426,no,no,telephone,10,211,2,185,2,success,yes
48,management,single,tertiary,no,5689,no,no,cellular,12,262,1,-1,0,unknown,yes
26,services,single,tertiary,no,0,no,yes,telephone,1,261,4,-1,0,unknown,yes
39,blue-collar,married,primary,no,108,no,no,cellular,17,265,1,-1,0,unknown,no
42,blue-collar,married,primary,no,260,yes,no,telephone,31,175,2,-1,0,unknown,no
55,blue-collar,single,primary,no,1187,yes,no,cellular,17,113,1,319,2,failure,no
59,housemaid,married,primary,no,495,no,no,unknown,5,150,2,-1,0,unknown,no
49,housemaid,married,secondary,no,500,no,yes,cellular,28,105,2,-1,0,unknown,no
24,student,single,secondary,no,508,yes,no,telephone,18,12,3,374,1,other,no
45,services,married,secondary,no,561,yes,no,unknown,29,340,7,-1,0,unknown,no
37,blue-collar,married,secondary,yes,1147,yes,yes,unknown,26,114,2,-1,0,unknown,no
39,services,married,secondary,no,1142,yes,no,unknown,6,276,1,-1,0,unknown,no
49,technician,married,tertiary,no,1077,yes,no,cellular,21,79,4,-1,0,unknown,no
40,unemployed,married,secondary,no,1960,yes,no,unknown,2,605,6,-1,0,unknown,yes
49,housemaid,divorced,unknown,no,2754,no,no,unknown,6,18,2,-1,0,unknown,no
